post,normalized claim
Kobiety i dzieci uciekają z Afganistanu Kobiety i dzieci uciekają z Afganistanu Kobiety i dzieci uciekają z Afganistanu None,Afgańczycy uciekają z kraju bez kobiet i dzieci po przejęciu władzy w Kabulu przez Talibów.
"To jest pasożyt Trypanosoma cruzi wykryty w ""szczepionce"" Pfizera. Kilka odmian tego pasożyta jest śmiertelnych i są jedną z wielu przyczyn zespołu nabytego niedoboru odporności lub AIDS. To jest pasożyt Trypanosoma cruzi wykryty w ""szczepionce"" Pfizera. Kilka odmian tego pasożyta jest śmiertelnych i są jedną z wielu przyczyn zespołu nabytego niedoboru odporności lub AIDS. To jest pasożyt Trypanosoma cruzi wykryty w ""szczepionce"" Pfizera. Kilka odmian tego pasożyta jest śmiertelnych i są jedną z wielu przyczyn zespołu nabytego niedoboru odporności lub AIDS. None",W szczepionkach przeciwko Covid-19 znajdują się pasożyty
"Restauracja na terenie muzeum
- tylko dla
Auschwitz-Birkenau
zaszczepionych.
To już nie rechot, to ryk historii.",W restauracji w Muzeum Auschwitz obsługiwani są tylko zaszczepieni
"Były dyrektor naukowy koncernu Pfizer, dr Michael Yeadon złożył petycję w Europejskiej Agencji Leków z żądaniem zawieszenia badań III fazy w Niemczech do czasu naprawienia poważnych błędów proceduralnych.  Wskazał w niej m.in. na rażące konsekwencje, jakie może mieć przyjmowanie niedokładnie przebadanej szczepionki przeciw Covid-19. https://www.odkrywamyzakryte.com/szczepionka-covid-19-moze…/ Były dyrektor naukowy koncernu Pfizer, dr Michael Yeadon złożył petycję w Europejskiej Agencji Leków z żądaniem zawieszenia badań III fazy w Niemczech do czasu naprawienia poważnych błędów proceduralnych.  Wskazał w niej m.in. na rażące konsekwencje, jakie może mieć przyjmowanie niedokładnie przebadanej szczepionki przeciw Covid-19. https://www.odkrywamyzakryte.com/szczepionka-covid-19-moze…/ Były dyrektor naukowy koncernu Pfizer, dr Michael Yeadon złożył petycję w Europejskiej Agencji Leków z żądaniem zawieszenia badań III fazy w Niemczech do czasu naprawienia poważnych błędów proceduralnych.  Wskazał w niej m.in. na rażące konsekwencje, jakie może mieć przyjmowanie niedokładnie przebadanej szczepionki przeciw Covid-19. https://www.odkrywamyzakryte.com/szczepionka-covid-19-moze…/ None",Szczepionki przeciwko Covid-19 powodują bezpłodność u kobiet
"Rozbiór Polski trwa w najlepsze brak słów Rozbiór Polski trwa w najlepsze brak słów Rozbiór Polski trwa w najlepsze brak słów UKRAIŃCY, BIAŁORUSINI I ROSJANIE
MASOWO WYKUPUJA
POLSKĄ ZIEMIĘ
W ubiegłym roku rząd PiSu wydał o 40%
więcej pozwoleń na wykup polskiej ziemi, niż
w roku 2020. Według danych MSWiA wydano
w 2021 roku zgodę na wykup prawie 1000
gruntów przez obcokrajowców. Aż 71%
pozwoleń udzielono obywatelom Ukrainy,
za nimi uplasowali się Białorusini i Rosjanie.
STOP
WYPRZEDAŻY POLSKIEJ ZIEMI",Dane pokazują masowym wzrost sprzedaży ziemi Ukraińcom
"Duński piłkarz po szczypawce ...💉 padł na murawie na meczu 🐀🐀🐀

#hopsasatv #ubacynacacy 
✌

Uważasz że robimy cacy robotę możesz nas wspomagać 

https://zrzutka.pl/rrmtvn Duński piłkarz po szczypawce ...💉 padł na murawie na meczu 🐀🐀🐀

#hopsasatv #ubacynacacy 
✌

Uważasz że robimy cacy robotę możesz nas wspomagać 

https://zrzutka.pl/rrmtvn Duński piłkarz po szczypawce ...💉 padł na murawie na meczu 🐀🐀🐀

#hopsasatv #ubacynacacy 
✌

Uważasz że robimy cacy robotę możesz nas wspomagać 

https://zrzutka.pl/rrmtvn None",Christian Eriksen był szczepiony przeciwko Covid-19
"Na fotografii bramkarz Charltonu Sam Bartram, który przez 10 minut bronił bramki, nie wiedząc, że mecz przerwano z powodu gęstej mgły. O przerwaniu meczu poinformował Bartrama dopiero policjant robiący obchód stadionu :D Na fotografii bramkarz Charltonu Sam Bartram, który przez 10 minut bronił bramki, nie wiedząc, że mecz przerwano z powodu gęstej mgły. O przerwaniu meczu poinformował Bartrama dopiero policjant robiący obchód stadionu :D Na fotografii bramkarz Charltonu Sam Bartram, który przez 10 minut bronił bramki, nie wiedząc, że mecz przerwano z powodu gęstej mgły. O przerwaniu meczu poinformował Bartrama dopiero policjant robiący obchód stadionu :D None","Bramkarz na fotografii Sam Bartram przez 10 minut bronił bramki, nie wiedząc, że mecz w przerwano z powodu gęstej mgły."
CZEGO NIE MA W TV - Protest w Madrycie przeciwko ograniczeniom plandemii. CZEGO NIE MA W TV - Protest w Madrycie przeciwko ograniczeniom plandemii. CZEGO NIE MA W TV - Protest w Madrycie przeciwko ograniczeniom plandemii. None,Nagranie z protestów antycovidowych w Madrycie
W Krakowie policja dołączyła do protestujących #Kraków #policja #strajkkobiet #strajkwszystkich #solidarnośćnasząbronią #ToJestWojna W Krakowie policja dołączyła do protestujących #Kraków #policja #strajkkobiet #strajkwszystkich #solidarnośćnasząbronią #ToJestWojna W Krakowie policja dołączyła do protestujących #Kraków #policja #strajkkobiet #strajkwszystkich #solidarnośćnasząbronią #ToJestWojna None,Policjanci odrzucili rozkazy i dołączyli do protestujących kobiet
"Takie rzeczy tylko w Polsce....    Wiem, że to ich praca, ale w każdej pracy jednak wypadałoby zachować zdrowy rozsądek i starać się przynajmniej, aby wieczorem, po skończonej robocie, stanąć przed lustrem, spojrzeć sobie w twarz i powiedzieć:  ""Zenek, wykonałeś dziś kawał dobrej roboty. Jestem z ciebie dumny"" Być może ten pan na dole również tak powie, szkopuł tylko w tym, czy faktycznie w to uwierzy? (Andrew Pamp) Dołącz do nas na 👇👇👇 https://www.forumpolska.online/profile/andrew Takie rzeczy tylko w Polsce....    Wiem, że to ich praca, ale w każdej pracy jednak wypadałoby zachować zdrowy rozsądek i starać się przynajmniej, aby wieczorem, po skończonej robocie, stanąć przed lustrem, spojrzeć sobie w twarz i powiedzieć:  ""Zenek, wykonałeś dziś kawał dobrej roboty. Jestem z ciebie dumny"" Być może ten pan na dole również tak powie, szkopuł tylko w tym, czy faktycznie w to uwierzy? (Andrew Pamp) Dołącz do nas na 👇👇👇 https://www.forumpolska.online/profile/andrew Takie rzeczy tylko w Polsce....    Wiem, że to ich praca, ale w każdej pracy jednak wypadałoby zachować zdrowy rozsądek i starać się przynajmniej, aby wieczorem, po skończonej robocie, stanąć przed lustrem, spojrzeć sobie w twarz i powiedzieć:  ""Zenek, wykonałeś dziś kawał dobrej roboty. Jestem z ciebie dumny"" Być może ten pan na dole również tak powie, szkopuł tylko w tym, czy faktycznie w to uwierzy? (Andrew Pamp) Dołącz do nas na 👇👇👇 https://www.forumpolska.online/profile/andrew None",Policjant na służbie
"HIT! Parlamentarzysta zrobił test na koronawirusa Coca-Coli. Wyszedł POZYTYWNY WYNIK! ""Tyrania medyczna"" (WIDEO) HIT! Parlamentarzysta zrobił test na koronawirusa Coca-Coli. Wyszedł POZYTYWNY WYNIK! ""Tyrania medyczna"" (WIDEO) HIT! Parlamentarzysta zrobił test na koronawirusa Coca-Coli. Wyszedł POZYTYWNY WYNIK! ""Tyrania medyczna"" (WIDEO) None",Testy antygenowe na koronawirusa są bezwartościowe
"Z ogromną przyjemnością chcieliśmy Państwa poinformować, iż w Polsce stan epidemii COVID – 19 zakończył się z mocy prawa. To nie fakenews!!!
Zgodnie z ustawą o przeciwdziałaniu epidemii rząd może ogłosić obostrzenia przewidziane w ustawie tylko wtedy kiedy mamy epidemię choroby zakaźnej.
Zgodnie z art. 2 ust 9 ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi: epidemią jest wystąpienie na danym obszarze zakażeń lub zachorowań na chorobę zakaźną w liczbie wyraźnie większej niż we wcześniejszym okresie albo wystąpienie zakażeń, lub chorób zakaźnych dotychczas niewystępujących”.
UWAGA!!!!
27 sierpnia 2020 mieliśmy 887 zarażeń
Źródło:
https://www.polsatnews.pl/.../koronawirus-raport-dnia.../
27 sierpnia 2021 wg. danych MZ mamy 258 zarażeń. Taka sytuacja jest od początku sierpnia ze mamy mniej wykrytych przypadku COVIDA w porównaniu z analogicznym okresie w 2020 roku
Co to oznacza:
Możemy w tym miejscu stanowczo ogłosić, że ogłoszony przez rząd stan epidemii i związane z tym stanem wszelkie bezprawne nakazy, zakazy i obostrzenia straciły podstawę prawną i w związku z tym nie obowiązują.
Tym samym milicja nie posiada delegacji ustawowej do karania obywateli, którzy nie przestrzegają wówczas bezprawnie wprowadzonych a obecnie nielegalnych obostrzeń.  
Zapytasz dlaczego?
A no dlatego, że zgodnie z powyższą ustawą stan epidemii w Polsce się zakończył z mocy prawa i będzie obowiązywał od momentu kiedy dobowa liczba pseudo zakażeń będzie ZNACZĄCO POWYŻEJ DANYCH Z 2020 ROKU.
Prawo zawsze zwycięży. Prawo jest po naszej stronie tylko, trzeba w nim pogrzebać.
Skutki tego zapisu ustawy:
Do czasu kiedy dobowa liczba pseudo zakażeń nie będzie wyższa od danych z roku poprzedniego   straszenie rządu lockdownem jest bezprawne, ponieważ stan epidemii nie obowiązuje.
Żadne zakazy i ograniczenia są nielegalne. Zamknięcie lub ograniczone działanie lokali usługowych, noszenie masek czy nauka hybrydowa lub zdalna (jaka i tak była nielegalna)  – są NIELEGALNE.
Pamiętajcie Polacy, że zgodnie z prawem o stanie epidemii nie decyduje Morawiecki czy Niedzielski  a tym bardziej ich Rada Medyczna. O tym decyduje w demokratycznym Państwie — PRAWO!
CIEKAWE CO POWIE NA TO NIEDZIELSKI I SPÓŁKA JAK SIĘ DOWIE!!!!
Link do ustawy
https://isap.sejm.gov.pl/isap.nsf/download Z ogromną przyjemnością chcieliśmy Państwa poinformować, iż w Polsce stan epidemii COVID – 19 zakończył się z mocy prawa. To nie fakenews!!!
Zgodnie z ustawą o przeciwdziałaniu epidemii rząd może ogłosić obostrzenia przewidziane w ustawie tylko wtedy kiedy mamy epidemię choroby zakaźnej.
Zgodnie z art. 2 ust 9 ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi: epidemią jest wystąpienie na danym obszarze zakażeń lub zachorowań na chorobę zakaźną w liczbie wyraźnie większej niż we wcześniejszym okresie albo wystąpienie zakażeń, lub chorób zakaźnych dotychczas niewystępujących”.
UWAGA!!!!
27 sierpnia 2020 mieliśmy 887 zarażeń
Źródło:
https://www.polsatnews.pl/.../koronawirus-raport-dnia.../
27 sierpnia 2021 wg. danych MZ mamy 258 zarażeń. Taka sytuacja jest od początku sierpnia ze mamy mniej wykrytych przypadku COVIDA w porównaniu z analogicznym okresie w 2020 roku
Co to oznacza:
Możemy w tym miejscu stanowczo ogłosić, że ogłoszony przez rząd stan epidemii i związane z tym stanem wszelkie bezprawne nakazy, zakazy i obostrzenia straciły podstawę prawną i w związku z tym nie obowiązują.
Tym samym milicja nie posiada delegacji ustawowej do karania obywateli, którzy nie przestrzegają wówczas bezprawnie wprowadzonych a obecnie nielegalnych obostrzeń.  
Zapytasz dlaczego?
A no dlatego, że zgodnie z powyższą ustawą stan epidemii w Polsce się zakończył z mocy prawa i będzie obowiązywał od momentu kiedy dobowa liczba pseudo zakażeń będzie ZNACZĄCO POWYŻEJ DANYCH Z 2020 ROKU.
Prawo zawsze zwycięży. Prawo jest po naszej stronie tylko, trzeba w nim pogrzebać.
Skutki tego zapisu ustawy:
Do czasu kiedy dobowa liczba pseudo zakażeń nie będzie wyższa od danych z roku poprzedniego   straszenie rządu lockdownem jest bezprawne, ponieważ stan epidemii nie obowiązuje.
Żadne zakazy i ograniczenia są nielegalne. Zamknięcie lub ograniczone działanie lokali usługowych, noszenie masek czy nauka hybrydowa lub zdalna (jaka i tak była nielegalna)  – są NIELEGALNE.
Pamiętajcie Polacy, że zgodnie z prawem o stanie epidemii nie decyduje Morawiecki czy Niedzielski  a tym bardziej ich Rada Medyczna. O tym decyduje w demokratycznym Państwie — PRAWO!
CIEKAWE CO POWIE NA TO NIEDZIELSKI I SPÓŁKA JAK SIĘ DOWIE!!!!
Link do ustawy
https://isap.sejm.gov.pl/isap.nsf/download Z ogromną przyjemnością chcieliśmy Państwa poinformować, iż w Polsce stan epidemii COVID – 19 zakończył się z mocy prawa. To nie fakenews!!!
Zgodnie z ustawą o przeciwdziałaniu epidemii rząd może ogłosić obostrzenia przewidziane w ustawie tylko wtedy kiedy mamy epidemię choroby zakaźnej.
Zgodnie z art. 2 ust 9 ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi: epidemią jest wystąpienie na danym obszarze zakażeń lub zachorowań na chorobę zakaźną w liczbie wyraźnie większej niż we wcześniejszym okresie albo wystąpienie zakażeń, lub chorób zakaźnych dotychczas niewystępujących”.
UWAGA!!!!
27 sierpnia 2020 mieliśmy 887 zarażeń
Źródło:
https://www.polsatnews.pl/.../koronawirus-raport-dnia.../
27 sierpnia 2021 wg. danych MZ mamy 258 zarażeń. Taka sytuacja jest od początku sierpnia ze mamy mniej wykrytych przypadku COVIDA w porównaniu z analogicznym okresie w 2020 roku
Co to oznacza:
Możemy w tym miejscu stanowczo ogłosić, że ogłoszony przez rząd stan epidemii i związane z tym stanem wszelkie bezprawne nakazy, zakazy i obostrzenia straciły podstawę prawną i w związku z tym nie obowiązują.
Tym samym milicja nie posiada delegacji ustawowej do karania obywateli, którzy nie przestrzegają wówczas bezprawnie wprowadzonych a obecnie nielegalnych obostrzeń.  
Zapytasz dlaczego?
A no dlatego, że zgodnie z powyższą ustawą stan epidemii w Polsce się zakończył z mocy prawa i będzie obowiązywał od momentu kiedy dobowa liczba pseudo zakażeń będzie ZNACZĄCO POWYŻEJ DANYCH Z 2020 ROKU.
Prawo zawsze zwycięży. Prawo jest po naszej stronie tylko, trzeba w nim pogrzebać.
Skutki tego zapisu ustawy:
Do czasu kiedy dobowa liczba pseudo zakażeń nie będzie wyższa od danych z roku poprzedniego   straszenie rządu lockdownem jest bezprawne, ponieważ stan epidemii nie obowiązuje.
Żadne zakazy i ograniczenia są nielegalne. Zamknięcie lub ograniczone działanie lokali usługowych, noszenie masek czy nauka hybrydowa lub zdalna (jaka i tak była nielegalna)  – są NIELEGALNE.
Pamiętajcie Polacy, że zgodnie z prawem o stanie epidemii nie decyduje Morawiecki czy Niedzielski  a tym bardziej ich Rada Medyczna. O tym decyduje w demokratycznym Państwie — PRAWO!
CIEKAWE CO POWIE NA TO NIEDZIELSKI I SPÓŁKA JAK SIĘ DOWIE!!!!
Link do ustawy
https://isap.sejm.gov.pl/isap.nsf/download None",Stan epidemii zakończył się z mocy prawa w Polsce
Korona-oszustwo to „zbrodnia przeciw ludzkości”. Niemiecki prawnik zapowiada międzynarodowy pozew zbiorowy [WIDEO] Korona-oszustwo to „zbrodnia przeciw ludzkości”. Niemiecki prawnik zapowiada międzynarodowy pozew zbiorowy [WIDEO] Korona-oszustwo to „zbrodnia przeciw ludzkości”. Niemiecki prawnik zapowiada międzynarodowy pozew zbiorowy [WIDEO] None,Korona-oszustwo to zbrodnia przeciw ludzkości
"[WIDEO] Włosi palą anteny 5G, oskarżając je o spowodowanie pandemii. Teoria zyskuje coraz więcej zwolenników[VIDEO] Italians burn 5 G antennas accusing them of causing a pandemic. Theory is gaining more and more supportersTranslated [WIDEO] Włosi palą anteny 5G, oskarżając je o spowodowanie pandemii. Teoria zyskuje coraz więcej zwolenników[VIDEO] Italians burn 5 G antennas accusing them of causing a pandemic. Theory is gaining more and more supportersTranslated [WIDEO] Włosi palą anteny 5G, oskarżając je o spowodowanie pandemii. Teoria zyskuje coraz więcej zwolenników[VIDEO] Italians burn 5 G antennas accusing them of causing a pandemic. Theory is gaining more and more supportersTranslated None",[Włosi palą anteny 5G]
"Po zakończeniu przemówienia Biden odwrócił się i próbował uścisnąć dłoń... w powietrze! Potem - błąkał się po pokoju, wyraźnie nie rozumiejąc, gdzie się znajduje ... Po zakończeniu przemówienia Biden odwrócił się i próbował uścisnąć dłoń... w powietrze! Potem - błąkał się po pokoju, wyraźnie nie rozumiejąc, gdzie się znajduje ... Po zakończeniu przemówienia Biden odwrócił się i próbował uścisnąć dłoń... w powietrze! Potem - błąkał się po pokoju, wyraźnie nie rozumiejąc, gdzie się znajduje ... None",Prezydent Biden podaje rękę wyimaginowanej postaci
"Batman już jest w Kapitolu...
... Amerykanie 😉 Batman już jest w Kapitolu...
... Amerykanie 😉 Batman już jest w Kapitolu...
... Amerykanie 😉 None","Wideo pokazuje Batmana, który pojawił się pod Kapitolem w Waszyngtonie"
"🟢 A kto tak z marnym skutkiem hasa po trawce próbując przekroczyć granicę z Białorusią? Czy to dzik? Czy to jakiś komik? Nie to poseł na Sejm RP Franek Sterczewski 😂😂😂

🟢 To nie tylko upadek fizyczny tego biednego, szukającego atencji człowieka ale także powagi parlamentarzysty. :( 

🟢 Jak myślicie czy ma puszki z wieprzowiną w tej siatce jak koleżanki parlamentarzystki❓

🟢 Smutne jest to, że ten człowiek zrobi cokolwiek by inni go zauważyli i zapamiętali.

🟢 Przepraszam, że to napiszę ale przedstawiciele opozycji są po prostu głupi. Reżim Łukaszenki czeka tylko na pretekst, a przedstawiciele totalnej opozycji szturmując granicę Białorusi dają mu ten pretekst‼️

🟢 UDOSTĘPNIJ‼️ Ktoś na tego człowieka musiał głosować. Niech teraz widzi co wyczynia i się wstydzi‼️ 🟢 A kto tak z marnym skutkiem hasa po trawce próbując przekroczyć granicę z Białorusią? Czy to dzik? Czy to jakiś komik? Nie to poseł na Sejm RP Franek Sterczewski 😂😂😂

🟢 To nie tylko upadek fizyczny tego biednego, szukającego atencji człowieka ale także powagi parlamentarzysty. :( 

🟢 Jak myślicie czy ma puszki z wieprzowiną w tej siatce jak koleżanki parlamentarzystki❓

🟢 Smutne jest to, że ten człowiek zrobi cokolwiek by inni go zauważyli i zapamiętali.

🟢 Przepraszam, że to napiszę ale przedstawiciele opozycji są po prostu głupi. Reżim Łukaszenki czeka tylko na pretekst, a przedstawiciele totalnej opozycji szturmując granicę Białorusi dają mu ten pretekst‼️

🟢 UDOSTĘPNIJ‼️ Ktoś na tego człowieka musiał głosować. Niech teraz widzi co wyczynia i się wstydzi‼️ 🟢 A kto tak z marnym skutkiem hasa po trawce próbując przekroczyć granicę z Białorusią? Czy to dzik? Czy to jakiś komik? Nie to poseł na Sejm RP Franek Sterczewski 😂😂😂

🟢 To nie tylko upadek fizyczny tego biednego, szukającego atencji człowieka ale także powagi parlamentarzysty. :( 

🟢 Jak myślicie czy ma puszki z wieprzowiną w tej siatce jak koleżanki parlamentarzystki❓

🟢 Smutne jest to, że ten człowiek zrobi cokolwiek by inni go zauważyli i zapamiętali.

🟢 Przepraszam, że to napiszę ale przedstawiciele opozycji są po prostu głupi. Reżim Łukaszenki czeka tylko na pretekst, a przedstawiciele totalnej opozycji szturmując granicę Białorusi dają mu ten pretekst‼️

🟢 UDOSTĘPNIJ‼️ Ktoś na tego człowieka musiał głosować. Niech teraz widzi co wyczynia i się wstydzi‼️ None",Poseł Franek Sterczewski chciał przekazać wieprzowinę migrantom na granicy polsko-białoruskiej
"Sam Bartram, bramkarz Charlton Athletic, spędził w bramce 15 minut, aż ktoś mu powiedział, że z powodu mgły mecz już dawno został zakończony. Pasja:) Sam Bartram, bramkarz Charlton Athletic, spędził w bramce 15 minut, aż ktoś mu powiedział, że z powodu mgły mecz już dawno został zakończony. Pasja:) Sam Bartram, bramkarz Charlton Athletic, spędził w bramce 15 minut, aż ktoś mu powiedział, że z powodu mgły mecz już dawno został zakończony. Pasja:) None","Bramkarz na fotografii Sam Bartram przez 10 minut bronił bramki, nie wiedząc, że mecz w przerwano z powodu gęstej mgły."
Policja już rozpoczęła poszukiwaniaThe police have already started the searchTranslated Policja już rozpoczęła poszukiwaniaThe police have already started the searchTranslated Policja już rozpoczęła poszukiwaniaThe police have already started the searchTranslated None,„Zagraniczna para” próbowała porwać dwunastolatkę w Kielcach.
"Sojusz się chyba nie udał 😂
Jak  poinformował rzecznik prasowy 16. Dywizji Zmechanizowanej mjr Marek  Nabzdyjak wyjaśniając zaistniałą sytuację, „podczas ćwiczeń między  żołnierzami armii amerykańskiej a ich polskimi kolegami doszło do  konfliktu. Powodem było chamskie zachowanie Amerykanów. Po kolacji grupa  pijanych żołnierzy amerykańskich zaczęła obrażać Polaków nazywając ich  polskimi świniami, wyrażając te swoje niezadowolenie z warunków pobytu i  poziomu wyszkolenia żołnierzy 15. Brygady. W związku z tym doszło do  bójki, w której niektórzy polscy żołnierze doznali ciężkiego urazu  głowy. Komisja MON prowadzi dochodzenie służbowe.”
Z kolei  dowódca Batalionowej Grupy Bojowej NATO ppłk Jeffrey Higgins zarzucił  dowództwu 15. Brygady Zmechanizowanej niski poziom dyscypliny wśród  polskich żołnierzy, zrzuca  winę za to, co się stało na polską stronę. Sojusz się chyba nie udał 😂
Jak  poinformował rzecznik prasowy 16. Dywizji Zmechanizowanej mjr Marek  Nabzdyjak wyjaśniając zaistniałą sytuację, „podczas ćwiczeń między  żołnierzami armii amerykańskiej a ich polskimi kolegami doszło do  konfliktu. Powodem było chamskie zachowanie Amerykanów. Po kolacji grupa  pijanych żołnierzy amerykańskich zaczęła obrażać Polaków nazywając ich  polskimi świniami, wyrażając te swoje niezadowolenie z warunków pobytu i  poziomu wyszkolenia żołnierzy 15. Brygady. W związku z tym doszło do  bójki, w której niektórzy polscy żołnierze doznali ciężkiego urazu  głowy. Komisja MON prowadzi dochodzenie służbowe.”
Z kolei  dowódca Batalionowej Grupy Bojowej NATO ppłk Jeffrey Higgins zarzucił  dowództwu 15. Brygady Zmechanizowanej niski poziom dyscypliny wśród  polskich żołnierzy, zrzuca  winę za to, co się stało na polską stronę. Sojusz się chyba nie udał 😂
Jak  poinformował rzecznik prasowy 16. Dywizji Zmechanizowanej mjr Marek  Nabzdyjak wyjaśniając zaistniałą sytuację, „podczas ćwiczeń między  żołnierzami armii amerykańskiej a ich polskimi kolegami doszło do  konfliktu. Powodem było chamskie zachowanie Amerykanów. Po kolacji grupa  pijanych żołnierzy amerykańskich zaczęła obrażać Polaków nazywając ich  polskimi świniami, wyrażając te swoje niezadowolenie z warunków pobytu i  poziomu wyszkolenia żołnierzy 15. Brygady. W związku z tym doszło do  bójki, w której niektórzy polscy żołnierze doznali ciężkiego urazu  głowy. Komisja MON prowadzi dochodzenie służbowe.”
Z kolei  dowódca Batalionowej Grupy Bojowej NATO ppłk Jeffrey Higgins zarzucił  dowództwu 15. Brygady Zmechanizowanej niski poziom dyscypliny wśród  polskich żołnierzy, zrzuca  winę za to, co się stało na polską stronę. None",W czasie ćwiczeń wojskowych doszło do bójki między Polakami i Amerykanami.
