post,normalized claim
गोला तहसील क्षेत्र अन्तर्गत बड़हलगंज थाना क्षेत्र के एक गांव में कलियुगी बेटे-बहु का कृत्य,ये वीडियो उत्तर प्रदेश के गोरखपुर का है जहां एक बुजुर्ग दंपति को उनके बेटे और बहू ने पीटा.
नया संसद भवन दो नए रिकॉर्ड. इसे महज 17 महीनों में बनाया गया था टाटा ने इसे भुनाया और सरकार को लागत के रूप में केवल 1 रुपये. यह टाटा की देश को देन है,टाटा कंपनी सरकार से महज एक रुपए लेकर देश के नए संसद भवन का निर्माण कर रही है.
भारत की बेटी पूजा तोमर के “मिक्सड मार्शल आर्ट में विश्व चैंपियन बनने,पूजा तोमर के दुबई मैट्रिक्स फाइट नाइट जीतने का वीडियो।
"ये राहुल खान नहीं हैं, ये उनकी मां के करीबी दोस्त ओत्तावियो क्वात्रोची है, बाकी इस फोटो को देखकर कुछ कहने की जरूरत नहीं है. जय श्री राम",तस्वीर में कांग्रेस नेता सोनिया गांधी के साथ इटली के व्यापारी ओत्तावियो क्वात्रोकी हैं.
अग्निवीर भर्ती 2023 दौड़ से पहले परीक्षा होगी. Breaking News. बड़ा बदलाव दौड़ से पहले परीक्षा होगी सेना रैली.,सेना में अग्निपथ योजना के तहत भर्ती के नियम को बदल दिया गया है. अब फिजिकल टेस्ट से पहले लिखित परीक्षा होगी.
उत्तरप्रदेश को नहीं चाहिये भाजपा. फिर से एक भाजपा विधायक निकला बलात्कारी,हाल ही में उत्तर प्रदेश में बीजेपी के नेता सतीश शर्मा पर यौन शोषण का आरोप लगा है.
शाहरुख खान की खानदान का इतिहास देश से गद्दारी का इतिहास है. शाहरुख़ का नाना शाहनवाज खान ने आजाद हिन्द भौज की खुफिया जानकारी अंग्रजों को देकर नेताजी सुभाष चंद्र बोस के कई सिपाहियों को मरवा डाला था,बॉलीवुड एक्टर शाहरुख खान के नाना शाहनवाज खान ने भारत से गद्दारी की थी जिस कारण आजाद हिंद फौज के सैकड़ों जवानों को अपनी जान गंवानी पड़ी थी.
"मां का हत्यारा उसका अपना बेटा! ये सिर्फ हत्यारा है…ना हिन्दू है, ना मुस्लिम है! गोदी मीडिया और व्हाट्स यूनिवर्सिटी ऐसे अंधविश्वास के मामलों पर क्यों प्रचार नहीं करते?? ये भी तो हत्या है! #bharatjodoyatra2022",कोरबा में बेटे ने हाल फिलहाल में की मां की हत्‍या
"पंजाब में हिंदुओ को अपने त्योहारों पर झांकियां निकालने पर बेअदबी की धारा लगा कर अन्दर कर दिया जायेगा. अब पंजाब में कृष्ण जन्माष्टमी , शिव रात्रि , नवरात्र , गणेश चतुर्थी, राम नवमी , दशहरा आदि में झांकियां निकालना अपराध माना जायेगा. फ्री बिजली पानी के चक्कर में अपने धर्म अपने संस्कारों को गिरवी रख दिया। अब भुगतो",पंजाब में अब हिंदू त्यौहारों पर निकलने वाली झांकियों पर रोक लगा दी गई है.
"पठान फिल्म का सीन देखें हीरोइन ने पूछा जेल कैसा लग रहा है तो शाहरुख कहता है यहां ऐसा क्या है बस मैं इस कमीज के रंग से खुश नहीं हूं. कमीज भगवा रंग की है, ये लोग अपनी नफरत फिल्म से करोड़ो लोगो में भर देते हैं कि खान को भगवा रंग पसंद नहीं और चाहता है कि हिंदू समुदाय जो भगवा रंग को धारण करते हैं, यह उस भगवा रंग से नफरत करता है, हिन्दू इसकी फिल्म को देखे, भाईयों जिन्हें भगवा रंग पसंद नहीं उसे आप भी नापसंद करो. धक्का दो शाहरुख खान की पठान फिल्म को",भगवा कमीज के रंग से नाखुश शाहरुख खान का ये सीन &#039;पठान&#039; मूवी का है.
"राकेश टिकैत की मीडिया को खुलेआम धमकी... अगला टारगेट मीडिया हाउस है, अगर आपको बचना है तो हमारा साथ दो... नहीं तो आप भी गए",किसान नेता राकेश टिकैत खुलेआम धमकी दे रहे हैं कि या तो उनका समर्थन करें या फिर उनका अगला निशाना मीडिया हाउस हैं.
"शिवलिंग पर बियर डालकर हिन्दुओ की भावनाओ को भड़काया जा रहा है, यह दो जिहादी जनता के हाथ चढ़ गए तो संबिधान का रोना रोयेंगे लोग चंडीगढ़ का वीडियो बताया जा रहा यह",ये वीडियो चंडीगढ़ का है जहां दो मुस्लिम युवकों ने शिवलिंग पर बीयर डाल दी.
"कल दिनांक 13 मई 2022 को पुष्पेंद्र कुमार जो की SDM सदर रामपुर में कार्यरत है. पक्षी विहार (झील) में अपनी मां बहन के साथ घूमने गया था. 2-3 मुस्लिम लड़के इसकी बहन को छेड़ने लगे.पुष्पेंद्र के विरोध करने पर उन लड़कों ने पुष्पेंद्र को मारना शुरू कर दिया, मौके पर SI लईक़ खान भी अपनी टीम के साथ पहुंचे और मुस्लिमों का साथ देते हुए उस बेचारे अकेले पुष्पेंद्र को मारना शुरू कर दिया. लईक़ खान और उनके साथियों पर अभी तक प्रशासन ने कोई कार्यवाही नहीं की है.",रामपुर में पुष्पेंद्र की बहन को कुछ मुसलमानों ने छेड़ा जिसका विरोध करने पर उन्होंने उसकी पिटाई कर दी. इस मामले में पुलिसकर्मी लईक अहमद ने भी छेड़खानी करने वाले मुसलमानों का साथ दिया. लईक पर अभी तक कोई कार्रवाई नहीं हुई है.
"इनका नाम स्वाति है. दो महीने पहले तक जिन्होंने एयर इंडिया की फ्लाइट से ऑस्ट्रेलिया की यात्रा की होगी वो पहचान लेंगे, ये एयर इंडिया की बोइंग 777 और 787 में लम्बे समय तक फ्लाइट अटेंडेंट थीं.दो महीने पहले जब एयर इंडिया का स्वामित्व टाटा को मिला और इनके प्रोफाइल की जानकारी टाटा मैनेजमेंट को हुई, तब इनकी सुरक्षा को ध्यान में रखते हुये चुपचाप इनका ट्रांसफर इंटरनल अफेयर ऑफिस एयर इंडिया में कर दिया गया. इनका पूरा नाम स्वाति कोविन्द है. ये वर्तमान राष्ट्रपति महामहिम रामनाथ कोविन्द जी की पुत्री हैं","हाल ही में जब एयर इंडिया का मालिकाना हक टाटा के पास आया, तो राष्ट्रपति राम नाथ कोविंद की बेटी स्वाति की सुरक्षा को ध्यान में रखते हुए उनका ट्रांसफर ग्राउंड ड्यूटी में कर दिया गया."
इतिहास गवाह है राजाओं ने ईस्ट इंडिया कम्पनी के आगे हाथ जोड़े और वर्तमान केन्द्र सरकार के मुखिया अंबानी के आगे,नरेंद्र मोदी की एक तस्वीर जिसमें वे उद्योगपति मुकेश अंबानी की पत्नी नीता अंबानी के आगे हाथ जोड़े खड़े हैं.
गुजरात चुनाव से पहले भाजपा में बड़ा बवाल। हार्दिक पटेल ने अपने “कुल देवता,गुजरात चुनाव के दौरान हार्दिक पटेल हार्दिक पटेल की गुजरातियों से बीजेपी को वोट ना देने की अपील.!!
लोगो मे कोरोना का डर कैसे फैलाया जा रहा है इसे देख समझे. लाशों के ढेर में एक लाश सिगरेट पीते हुए,समाज मे कोरोना का डर फैलाने के लिए कुछ लोगों से लाश बनने की एक्टिंग करवाई जा रही है. इस वीडियो में लाश बनने की एक्टिंग करते ऐसे ही एक व्य​क्ति को सिगरेट पीते देखा जा सकता है.
अमेरिका में किसान मोदी के स्वागत को तैयार,इस वीडियो में देखा जा सकता है कि कैसे हाल ही में अमेरिका पहुंचे पीएम मोदी का विरोध-प्रदर्शन के साथ स्वागत किया गया.
ज़रा सोचो। केवल नागपुरी ब्राह्मण ही हिन्दुस्तान का नेतृत्व करने को प्राथमिकता दे सकते हैं। श्री मोहन भागवत जी के अनुसार।,ज़रा सोचो। केवल नागपुरी ब्राह्मण ही हिन्दुस्तान का नेतृत्व करने को प्राथमिकता दे सकते हैं। श्री मोहन भागवत जी के अनुसार
हमारी भूल..... कमल का फूल,हमारी भूल..... कमल का फूल
ये लो भईया ट्विटर के पूर्व पानपराग #नोबी बनने चले थे,पूर्व ट्विटर सीईओ पराग अग्रवाल को चाइल्ड पोर्नोग्राफी के आरोप में गिरफ्तार कर लिया गया है।
सबसे बड़ी ब्रेकिंग न्यूज. आसिफ अली जरदारी अब इस दुनिया में नहीं रहे,पाकिस्तान के पूर्व राष्ट्रपति आसिफ अली जरदारी की मौत हो गई है.
"बिहार में बाढ़ का कहर जारी, रतनपुर व जमालपुर रेलवे स्टेशन के बीच रेलवे पटरी के नीचे का हिस्सा बहा",बिहार में भारी बाढ़ के चलते रेलवे पटरी के नीचे का हिस्सा बह गया.
Nepal plane crash emergency landing in indian airport.…,यह वीडियो भारतीय इवाईअड्डे पर नेपाली विमान दुर्घटना की है।
Footage of Japan fans taking litter out of a bag and leaving it all over the stadium while laughing and smiling. Disgraceful scenes. #WorldCup #puCdlroW,जापानी प्रशंसकों ने स्टेडियम में गंदगी फैलाई।
#Russia expels the world health organisation and closes its offices in Moscow. (रूस ने विश्व स्वास्थ्य संगठन को निष्कासित किया। डब्ल्यूएचओ ने मॉस्को में अपने कार्यालय बंद किए।),डब्ल्यूएचओ ने मॉस्को में अपने ऑफिस बंद कर दिए हैं।
ताजा दृश्य धौलाकुआँ(दक्षिण दिल्ली) का है!मैं पिछले 5 साल से दिल्ली यूनिवर्सिटी मे पढाई कर रहा हूँ और आज तक दिवाली वाले दिन दिल्ली को इतना साफ नही देखा। दिल्ली के 2 करोड़ लोगों को बधाई।,"दिवाली के बाद दिल्ली की तस्वीर, जहां का मौसम बिल्कुल साफ और प्रदूषण मुक्त है।"
अंतरराष्ट्रीय स्पेस स्टेशन से हिमालय का दृश्य,ये तस्वीर हिमालय पर्वत की है जिसे अंतरिक्ष में अंतरराष्ट्रीय स्पेस स्टेशन से खींचा गया है.
"This brute who is walking on the road after attacking the girl.I am more angry than seeing the dead people standing there.Raipur, This spectacle continued for one & a half hours & the #Chhattisgarh police were sleeping? #हिन्दूराष्ट्रघोषित_करो #Boycott_UCC #HindusUnderAttack",Sohini Sarkar FC
त्रिपुरा में मुसलमानों ने सड़क पर उतरकर सरकार से इंसाफ की मांग की त्रिपुरा के मुसलमानों के लिए आवाज़ उठाने के लिए मुसलमान नही इंसान होने की ज़रूरत है. #unitednations #humanrights #TripuraMuslimsUnderAttack,त्रिपुरा में हिंसा के खिलाफ मुसलमान सड़कों पर उतर आए हैं और प्रदर्शन कर रहे हैं.
ये दुख दर्द खत्म क्यों नही हो रहा इनका।,टीवी में उद्धव ठाकरे एकनाथ शिंदे को देख रहे हैं।
जिस बात को मोदीजी आज तक नहीं कह पाये …! कांग्रेस के भावी अध्यक्ष खङ्गे ने कह दी .. ! मोदी को और शक्ति मिली तो देश में सनातन धर्म और संघ का राज हो जाएगा । अब आप समझे … ? कांग्रेस को किस बात का दर्द है ?,कांग्रेस के भावी अध्यक्ष ने यह बात कही है।
धर्म निरपेक्षता का खूबसूरत प्रदर्शन. ज्ञानवापी मस्जिद में शिवलिंग मिलने के बाद अब्दुल की आंखों से निकले खुशी के आंसू. अब्दुल को मालूम है कि अब एक और मस्जिद गई,ये तस्वीर एक मुस्लिम युवक की है जो ज्ञानवापी मस्जिद में शिवलिंग मिलने की बात सामने आते ही रो पड़ा. उसे इस बात का एहसास है कि अब एक और मस्जिद मुसलमानों के हाथ से गई.
"#दुखद... नहीं रहीं ""दामिनी"", फिल्मी अदाकारा मीनाक्षी शेषाद्री का निधन",बॉलीवुड अभिनेत्री मीनाक्षी शेषाद्रि का निधन हो गया है.
अफगानिस्तान में अभी की स्थिति,ये फोटो हाल ही में अफगानिस्तान में आए भूकंप की है.
"जनसंख्या नियंत्रण कानून बनना अत्यंत आवश्यक क्यों, हर हिन्दू को सोचना होगा, सरकार पर जमकर दवाब बनाना होगा, वरना...?",बुजुर्ग मुस्लिम व्यक्ति और उसके बच्चों को दिखाती ये तस्वीर भारत की है. 18 साल बाद भारत में मुस्लिमों की जनसंख्या हिन्दुओं से ज्यादा हो जाएगी और वो ज्यादा ताकतवर हो जाएंगे.
जहां कांग्रेस द्वारा अतिथियों का स्वागत 50-50 ग्राम सोने की चेन के साथ किया जाता है. सोचो कितना लूटा है देश को?,इस वीडियो में छत्तीसगढ़ के मुख्यमंत्री भूपेश बघेल अतिथियों को असली सोने से बनी चेन पहना रहे हैं.
ब्रेकिंग न्यूज़ पैर फिसलने से पानी में गिरा युवक मगरमच्छ ने किया हमला युवक की मौत..गांधी सागर डैम में पिकनिक मनाने गए युवकों में से एक युवक डैम की दीवार पर खड़ा होकर देख रहा था उसका पैर अचानक पैर फिसलने से युवक पानी में गिरा पानी में मगरमच्छ ने युवक पर किया हमला जिससे उसकी मृत्यु।,मध्य प्रदेश में मगरमच्छ ने किया शख्स पर हमला।
शहनाज गिल हुईं भावुक #SidharthShukla #shahnazgill #RIP,इस वीडियो में अभिनेत्री शहनाज गिल अपने करीबी दोस्त सिद्धार्थ शुक्ला की मौत पर दुख जता रही हैं.
"लखनऊ. लूलू मॉल में नवरात्रि के अवसर पर डांस हो रहा, भीड़ भी इकठ्ठा है, कुछ दिन पहले जब नमाज़ पढ़ी गयी थी तब न तो भीड़ इकट्ठा हुई थी न किसी को डिस्टर्ब किया गया था,फिर भी हिंदू संगठनों ने बवाल किया और नमाज को बैन कर दिया गया।",लखनऊ के लुलु मॉल में नवरात्रि के अवसर पर गरबा किया गया
"एक बार फिर करीना कपूर के घर गूंजी किलकारी, दिया प्यारे से बेटे को जन्म",करीना कपूर ने एक और बेटे को जन्म दिया है।
” KAVI SH.SURENDER SHARMA KE NIDHAN PER UNHE PUSHPANJALI BHAWANJALI SHRADHASUMAN ARPIT KARTE HAI. “,कवि सुरेंद्र शर्मा के निधन पर उन्हें श्रद्धांजलि।
#NGT द्वारा 10 वर्ष पुराने डीजल एवं 15 वर्ष पुराने पेट्रोल वाहनों पर लगाई पाबंदी समाप्त। 5000 फीस दे कर अपनी 10 वर्ष पुरानी डीजल एवं 15 वर्ष पुरानी पेट्रोल कार की RC रिन्यू करवाइए। भारत सरकार ने जारी की अधिसूचना,10 साल पुराने पेट्रोल और 15 साल पुराने डीजल वाहनों पर लगी पाबंदी अब खत्म हो गई है. मात्र 5000 रुपये देकर ऐसी गाडि़यों का रजिस्ट्रेशन रिन्यू कराया जा सकता है.
उज्जैन में मार्शल मास्क का चलान काट रहे थे पब्लिक ने मार्शल का ही चलान काट दिया,वीडियो में देखा जा सकता है कि कैसे मध्य प्रदेश के उज्जैन में मास्क न पहनने के लिए चालान काट रहे मार्शल को जनता ने पीट दिया.
"दिल्ली में आप आदमी पार्टी* की मीटिंग चल रही थी और सांसद संजय सिंह ने अपने विधायक को जूते से पीटा,*उसके बाद उसी विधायक जी ने संजय सिंह को अच्छी तरह जूते से...",दिल्ली में आम आदमी पार्टी की मीटिंग में सांसद संजय सिंह ने अपनी ही पार्टी के एक विधायक को जूते से पीटा. बाद में विधायक ने भी संजय सिंह को पीटा.
विल स्मिथ ने कुछ दिनों पहले कॉमेडियन Chris Rock को थप्पड़ मारा था और अब वो ताजमहल पर जाकर ध्यान लगा रहे हैं। शायद उन्हें इस बात की जानकारी नहीं है कि ताजमहल कोई धार्मिक स्थल नहीं बल्कि कब्र है।,Will Smith getting pics of himself meditating in front of the Taj Mahal is funny for 2 reasons.  1. He just slapped Chris Rock a few weeks back. 2. The Taj Mahal isn't a religious site. It's a massive grave site dedicated to a kings lost love. It like me taking pics of myself meditating at Eleanor Roosevelt's gravesite... wut?
कश्मीर फाइल्स महज एक फिल्म नहीं है. ये हिंदुओं को जगाने की एक कोशिश है,फोटो में देखा जा सकता है कि कैसे एक विदेशी शख्स के हाथों में मौजूद प्लेकार्ड पर फिल्म ‘द कश्मीर फाइल्स’ की तारीफ का संदेश लिखा है.
"अग्नि वीर जाहेरात के बात आर्मी में पास हुए दो सगे भाइयो ने आत्महत्या की up सहारनपुर जिल्ले की वारदात।मोदी और BJP, भगवत RSS देस की सुरक्षा से छेड़छाड़ न करे शिस्टम,ओर सत्ता,मीडिया दुरुपयोग से युवाओं की हत्या बन्ध हो।",सहारनपुर में दो भाइयों ने आत्‍महत्‍या कर ली
उत्तर प्रदेश के 10वीं एवं 12वीं में उत्तीर्ण हुए सभी छात्र छात्राओं को समर्पित योगी जी का यह तोहफा बधाई,उत्तर प्रदेश में 10वीं एवं 12वीं में प्रमोट हुए सभी छात्र-छात्राओं को सरकारी नौकरी के लिए एक स्पेशल एग्जाम देना होगा.
संबित पात्रा अब से NDTV पे एंकरिंग करेंगे।।,संबित पात्रा अब से NDTV पे एंकरिंग करेंगे।
"रंगा-बिल्ला जोड़ी की हम दो, हमारे दो, सरकार की एक और घिनौनी लूट और घोटाला।",5G ऑक्शन में देश को 2.8 लाख करोड़ रुपए का घाटा हुआ है।
"अपने मुख्यमंत्री और प्रधानमंत्री को धन्यवाद कह देना कि वो छात्र जिंदा लौट आया, जो अपने हक की मांग करने सरकार के समक्ष गया हुआ था. जिस दिन वह ऑफिसर बनकर लौटेगा ना और सिस्टम की सफाई करेगा और सबका हिसाब लेगा तब कुछ मत कहना! #RRB_NTPC",ये तस्वीर आरआरबी एनटीपीसी रिजल्ट में धांधली के विरोध में हुए प्रदर्शन में घायल एक छात्र की है.
ये केक इंडियन बेकर ने बनाया है और इस केक को अंतरराष्ट्रीय केक मेकिंग प्रतियोगिता में पहला स्थान प्राप्त हुआ है,ये केक एक इंडियन बेकर ने बनाया है और इसे अंतरराष्ट्रीय केक मेकिंग प्रतियोगिता में पहला स्थान मिला है.
नरेंद्र मोदी पहुंचे बागेश्वर धाम,"हाल ही में प्रधानमंत्री नरेंद्र मोदी ने छतरपुर, मध्य प्रदेश के बागेश्वर धाम के दर्शन किए."
"ये जनाब पार्षद है, चुनाव जीतने के बाद कभी अपने क्षेत्र में नहीं गए। वापस चुनाव आने पर वोट की अपील के लिए दौरे पर गए जनता द्वारा किडनैप कर लिया गया।","ये जनाब पार्षद है, चुनाव जीतने के बाद कभी अपने क्षेत्र में नही गए। वापस चुनाव आने पर वोट की अपील के लिए दौरे पर गए जनता द्वारा किडनैप कर लिया गया।"
रायचूर कर्नाटक का एक सरकारी स्कूल में प्राइमरी बच्चो को पढ़ाने का तरीका। गुरुकुलो की आवश्यकता भारतीयता व भारतीय संस्कृति के लिए अति आवश्यक है. इससे हटकर Convent School मे क्या पढाया जाता है सभी जानते है. ईश्वर प़दत वैदो गीता रामायण महाभारत व हिन्दु ग़ंथो को कानुन की बैडियो से मुक्त कराने के लिए हिन्दु सरकार को बाध्य करिये.,कर्नाटक के रायचूर के सरकारी स्कूल में टीचर बच्चों को 'हर—हर शंभू' गाने पर डांस सिखा रही हैं।
पैराशूट नहीं खुला भाई का,ये फाइटर पायलट पैराशूट लेकर प्लेन से कूदा. लेकिन पैराशूट न खुलने की वजह से जमीन पर गिरकर बुरी तरह घायल हो गया जिसके बाद उसकी मौत हो गई.
आज राहुल की भारत जोडो यात्रा मे राजस्थान के प्रवेश द्वार #झालावाड़ में पहुंचते ही लगे जय श्री राम मोदी मोदी के नारे।,राहुल गांधी की 'भारत जोड़ो यात्रा' में 'मोदी—मोदी' के नारे लगने वाला यह वीडियो राजस्थान का है।
"एलन मस्क ने विजया गाड्डे को एक लाइव शो के दौरान नौकरी से निकाला. अद्भुत! क्या गजब की बेइज्जती है! आप जैसे कर्म करते हैं, वैसा ही आपको फल मिलता है",एलन मस्क ने ट्विटर की शीर्ष अधिकारी विजया गाड्डे को एक लाइव शो के दौरान नौकरी से निकाल दिया.
"यूपी चुनाव 2022, जय वीआईपी","चुनाव आयोग ने यूपी चुनाव 2022 की तारीखों की घोषणा कर दी है. घोषणा के मुताबिक, यूपी के आगामी चुनाव 11, 15, 19, 23, 27 फरवरी और 4, 8 व 11 मार्च को होंगे."
"मुलायम की संपत्ति 8470cr, लालू की 6250cr, माया… की 4730cr, सोनिया गांधी की 40 हजार करोड़, लेकिन मोदीजी चोर है।","मुलायम की संपत्ति 8470 करोड़, लालू की 6250 करोड़, मायावती की 4730 करोड़ और सोनिया गांधी की 40 हजार करोड़ रुपये है।"
"खुशखबरी: प्रधानमंत्री मोदी की घोषणा के अनुसार - अगर आपके घर में कोई समारोह / पार्टी है और बहुत सारा खाना बर्बाद हो जाता है, तो कृपया 1098 (भारत में कहीं भी) पर कॉल करें - चाइल्ड हेल्पलाइन के लोग और भोजन एकत्र किया जाएगा. कृपया इस संदेश को हर जगह फैलाएं कि कई बच्चे खाने से मदद मिल सकती है",प्रधानमंत्री ने कहा है कि आप 1098 पर फोन करके किसी भी समारोह या पार्टी में बचा हुआ खाना चाइल्ड हेल्पलाइन को दे सकते हैं.
भक्त खुश थे कि चिता आया है..चिता बंदर को मुंह में पकड़ रखा है वो मर गया है परंतु बंदर का बच्चा अपने मां से चिपका है की मेरे मां को बचा लो.,कूनो नेशनल पार्क में छोड़े गए चीतों में से एक ने बंदर का शिकार किया
7.2 magnitude earthquake strikes off east cost of Taiwan,क्षतिग्रस्त इमारत की यह फोटो ताइवान में आए हालिया भूकंप की है।
"जेब में आंदोलन के दस्ताबेज लेकर घूमता हुआ किसान..पहली पिक में जिस जेब को हाइलाइट किया है, दूसरी पिक में उसी को जूम किया है। आप भी आंदोलन जीवियों का किसानी कानून देख लीजिए जो ये लोग अपने साथ लेकर चलते हैं ..",तस्वीर में देखा जा सकता है कि कैसे किसान आंदोलन में एक किसान अपनी जेब में कंडोम का पैकेट लेकर घूम रहा है.
"अब #CISF को भी बंद करने की बारी ! पूरे देश की सुरक्षा ही ठेके पर देंगे ! ए मेरे देश, यही है झूठे राष्ट्रवाद का असली चेहरा!।",सीआईएसएफ को बंद और उसका प्राइवेटाइजेशन करने की तैयारी।
रुबिका लियाकत ने MCD चुनाव में भी वोट डाल दिया? भारत में सिर्फ़ रुबिका के लिए ही दोहरी नगरिकता का प्रावधान है..(premium feature)बाक़ी आम भारतीयों को सिर्फ़ एकल नगरिकता…,रुबिका लियाकत ने एमसीडी चुनाव में मतदान किया
आलिया भट्ट को बेटी को जन्म देने बधाई हो।,आलिया भट्ट और रणबीर कपूर की बेटी की पहली तस्वीर है।
"मुस्लिम युवक ने कहा, अपनी गाड़ी से झंडा उतारो. कहा मर गए सारे के सारे लिब्रांडु गैंग? कहा गया वो संविधान, जिसकी ये दुहाई देते फिरते है? आज खान गैंग पे मुह पे बड़ा सा ताला क्यु लगा है? कहा मर गए आज तुष्टिकरण की राजनीति करने वाले","ये वीडियो लखनऊ, यूपी का है जहां एक मुस्लिम युवक कुछ हिंदू लड़कों की बाइक पर लगा तिरंगा झंडा हटवाने पर अड़ गया."
डबल इंजन सरकार का एक ही काम का डबल उद्घाटन।,प्रधानमंत्री मोदी ने एक ही ट्रेन का दो बार उद्घाटन किया है।
कांग्रेस शासित राज्य छत्तीसगढ़ सरकार ने मुसलमानो के लिए मस्जिदों में विशेष टीकाकरण अभियान चलाया है. कोरबा की कुछ मस्जिदों में सिर्फ़ मुसलमानो को वैक्सीन लगाया जाएगा. क्या यह समाज को बांटने वाला काम नहीं है! ऐसी सुविधा मंदिर और गुरुद्वारों को नहीं दी गयी है! क्यूंकि कांग्रेस मानती है भारत के समस्त संसाधनों पर पहला हक़ मुसलमानो का है!,छत्तीसगढ़ के कोरबा शहर की कुछ मस्जिदों में मुस्लिम समुदाय के लोगों के लिए विशेष वैक्सीनेशन कैंप लगाए गए.
शरीर मे कोरोना वायरस से लड़ने वाली एंटीबॉडीज को घर पर ही बनाएं #COVID19 #Covaxin #Covisheild,कोविड-19 बीमारी से बचने का एकमात्र उपाय वैक्सीन लगवाना ही नहीं है. खुश रहने से शरीर में अपने आप ही एंटीबॉडी बन जाती है जो हमें कोरोना वायरस से बचा सकती है.
"अमेरिका ने जारी की दुनिया के 50 सबसे ईमानदार लोगों की सूची में भारत के एकमात्र व्यक्ति है ‘डॉ, मनमोहन सिंह जी’","अमेरिका ने दुनिया के 50 ईमानदार लोगों की सूची जारी की है। इसमें भारत से एकमात्र डॉ. मनमोहन सिंह का नाम शामिल है, वह भी पहले स्थान पर।"
"कनाडा के प्रधानमंत्री का ऐलान, सिक्ख की पगड़ी उतारने वाले को 10 साल की सजा, दिल से शुक्रिया सर जी",कनाडा के प्रधानमंत्री जस्टिन ट्रूडो ने कहा है कि किसी सिख की पगड़ी उतारने पर दस साल की सजा दी जाएगी.
128 feet Shri Ganesh statue which is in world’s tallest standing condition in Muslim Country Indonesia.,भगवान गणेश की 128 फीट की यह मूर्ति इंडोनेशिया में है।
अरे मूर्खो तुम रामचरित मानस का मजाक उड़ाते रहे हो वहां इंग्लैंड में ऋषि सुनक ने बड़ा खेल कर दिया. ये फोटू सुनक के ऑफिस में सुंदरकांड के पाठ की ही है. ब्राह्मण पुत्र सुनक ने बयान दिया है शिवरात्रि से सरकारी खर्चे पे हर मंत्री के दफ्तर में हर मंगलवार सुंदरकांड का पाठ हुआ करेगा. जय सनातन,ब्रिटेन के पीएम ऋषि सुनक ने अपने मंत्रियों के दफ्तर में हर मंगलवार को सुंदरकाण्ड का पाठ अनिवार्य कर दिया है.
PRIME MINISTER FREE LAPTOP SCHEME 2023-24,केंद्र सरकार ने स्टूडेंट्स के लिए फ्री लैपटॉप स्कीम चलाई है।
"While transferring a critical patient from DDU Hospital,Hari Nagar,Delhi to RMLHospital,the Ambulance broke down & was pushed by Two Sikh Motorcyclists for about 20 km at midnight, putting their own lives in danger! Sikh tradition of love-inspired service (seva)… Your contribution for country is well known… Religion that believes in humanity & always above individuals. Proud of you",हाल में दो बाइक सवार सिख युवकों ने मरीज को ले जा रही एंबुलेंस को 20 किमी तक धक्का दिया।
